기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2020.2/4	마포구	공덕동	한국인	39,362	1,213	1,154	1,014	1,491	2,747	3,938	3,485	3,157	2,616	3,226	3,335	3,347	2,680	1,782	1,493	1,230	905	340	131	38	40
2020.2/4	마포구	공덕동	외국인	690	15	18	11	6	34	54	83	103	76	52	71	87	49	19	9	-	1	1	1	-	-
2020.2/4	마포구	아현동	계	25,380	1,504	1,212	832	793	1,329	1,831	2,415	2,910	2,155	1,928	1,889	1,929	1,595	1,019	661	588	424	216	76	23	51
2020.2/4	마포구	아현동	한국인	24,890	1,485	1,196	822	784	1,301	1,764	2,336	2,841	2,111	1,891	1,851	1,901	1,584	1,002	651	585	420	215	76	23	51
2020.2/4	마포구	아현동	외국인	490	19	16	10	9	28	67	79	69	44	37	38	28	11	17	10	3	4	1	-	-	-
2020.2/4	양천구	소계	계	462,034	12,824	20,275	24,605	26,963	29,965	31,366	27,591	32,867	36,641	44,209	40,829	37,122	32,953	23,497	16,529	11,459	7,020	3,474	1,305	366	174
2020.2/4	양천구	소계	한국인	457,953	12,731	20,189	24,534	26,911	29,705	30,941	27,067	32,427	36,257	43,829	40,334	36,635	32,706	23,426	16,490	11,448	7,014	3,469	1,302	365	173
2020.2/4	양천구	소계	외국인	4,081	93	86	71	52	260	425	524	440	384	380	495	487	247	71	39	11	6	5	3	1	1
2020.2/4	양천구	목1동	계	32,095	910	2,170	2,711	2,446	1,970	1,566	1,414	2,170	3,141	3,930	2,867	2,124	1,649	1,155	793	517	316	151	70	19	6
2020.2/4	양천구	목1동	한국인	31,871	906	2,167	2,708	2,443	1,937	1,535	1,375	2,131	3,126	3,912	2,853	2,115	1,646	1,150	789	516	316	151	70	19	6
2020.2/4	양천구	목1동	외국인	224	4	3	3	3	33	31	39	39	15	18	14	9	3	5	4	1	-	-	-	-	-
2020.2/4	양천구	목2동	계	31,178	898	929	1,150	1,501	2,094	3,068	2,834	2,669	2,245	2,481	2,502	2,584	2,250	1,520	975	692	446	220	86	22	12
2020.2/4	양천구	목2동	한국인	30,911	892	923	1,148	1,497	2,078	3,027	2,797	2,634	2,223	2,469	2,471	2,552	2,237	1,519	970	690	446	218	86	22	12
2020.2/4	양천구	목2동	외국인	267	6	6	2	4	16	41	37	35	22	12	31	32	13	1	5	2	-	2	-	-	-
2020.2/4	양천구	목3동	계	22,918	811	643	622	942	1,505	2,167	2,142	2,006	1,600	1,733	1,873	1,905	1,810	1,156	804	533	372	203	54	21	16
2020.2/4	양천구	목3동	한국인	22,718	807	638	618	940	1,496	2,144	2,107	1,984	1,580	1,714	1,855	1,889	1,800	1,148	801	532	371	203	54	21	16
2020.2/4	양천구	목3동	외국인	267	6	6	2	4	16	41	37	35	22	12	31	32	13	1	5	2	-	2	-	-	-
2020.2/4	양천구	목4동	계	26,531	525	977	1,503	1,989	2,278	1,975	1,456	1,541	1,881	2,865	2,796	2,101	1,518	1,089	858	579	337	187	51	18	7
2020.2/4	양천구	목4동	한국인	26,279	521	970	1,492	1,985	2,265	1,935	1,421	1,512	1,856	2,843	2,774	2,077	1,508	1,087	855	578	337	187	51	18	7
2020.2/4	양천구	목4동	외국인	252	4	7	11	4	13	40	35	29	25	22	22	24	10	2	3	1	-	-	-	-	-
2020.2/4	양천구	신월1동	계	21,456	486	620	600	783	1,236	1,503	1,381	1,485	1,509	1,764	1,945	2,145	2,035	1,494	1,096	724	395	153	70	20	12
2020.2/4	양천구	신월1동	한국인	21,112	473	609	598	780	1,224	1,481	1,338	1,446	1,477	1,731	1,903	2,092	2,006	1,486	1,095	724	395	153	69	20	12
2020.2/4	양천구	신월1동	외국인	344	13	11	2	3	12	22	43	39	32	33	42	53	29	8	1	-	-	-	1	-	-
2020.2/4	양천구	신월2동	계	21,669	699	858	892	924	1,255	1,453	1,387	1,742	1,683	1,741	1,659	1,777	1,894	1,400	1,026	651	352	193	59	16	8
2020.2/4	양천구	신월2동	한국인	21,489	694	852	889	924	1,248	1,434	1,370	1,722	1,662	1,717	1,641	1,755	1,880	1,399	1,024	650	352	193	59	16	8
2020.2/4	양천구	신월2동	외국인	180	5	6	3	-	7	19	17	20	21	24	18	22	14	1	2	1	-	-	-	-	-
2020.2/4	양천구	신월3동	계	16,349	427	545	497	690	925	1,217	1,079	1,084	1,078	1,294	1,525	1,591	1,501	1,040	769	562	330	130	44	9	12
2020.2/4	양천구	신월3동	한국인	16,115	419	540	493	689	917	1,199	1,046	1,063	1,060	1,265	1,495	1,561	1,480	1,036	768	561	329	129	44	9	12
2020.2/4	양천구	신월3동	외국인	234	8	5	4	1	8	18	33	21	18	29	30	30	21	4	1	1	1	1	-	-	-
2020.2/4	양천구	신월4동	계	18,659	638	938	832	848	1,084	1,102	1,066	1,567	1,569	1,507	1,470	1,435	1,548	1,148	785	568	308	183	40	14	9
2020.2/4	양천구	신월4동	한국인	18,563	638	937	829	848	1,080	1,093	1,048	1,553	1,562	1,494	1,461	1,423	1,543	1,147	785	568	308	183	40	14	9
2020.2/4	양천구	신월4동	외국인	96	-	1	3	-	4	9	18	14	7	13	9	12	5	1	-	-	-	-	-	-	-
2020.2/4	양천구	신월5동	계	15,392	446	604	628	729	935	1,228	1,054	1,176	1,164	1,224	1,318	1,336	1,201	877	617	441	237	126	32	12	7
2020.2/4	양천구	신월5동	한국인	15,233	440	601	624	725	931	1,218	1,039	1,162	1,142	1,216	1,290	1,310	1,194	871	616	441	236	126	32	12	7
2020.2/4	양천구	신월5동	외국인	159	6	3	4	4	4	10	15	14	22	8	28	26	7	6	1	-	1	-	-	-	-
2020.2/4	양천구	신월6동	계	12,494	696	605	532	606	713	754	1,059	1,258	969	1,012	952	900	872	619	398	292	153	54	30	10	10
2020.2/4	양천구	신월6동	한국인	12,446	693	604	530	606	711	746	1,055	1,256	963	1,006	940	898	872	619	398	292	153	54	30	10	10
2020.2/4	양천구	신월6동	외국인	48	3	1	2	-	2	8	4	2	6	6	12	2	-	-	-	-	-	-	-	-	-
2020.2/4	양천구	신월7동	계	21,038	520	643	613	845	1,262	1,481	1,290	1,474	1,425	1,646	1,740	1,984	1,926	1,503	1,028	799	524	237	75	21	2
2020.2/4	양천구	신월7동	한국인	20,890	515	639	610	845	1,255	1,468	1,272	1,459	1,406	1,632	1,719	1,968	1,917	1,502	1,025	799	524	237	75	21	2
2020.2/4	양천구	신월7동	외국인	148	5	4	3	-	7	13	18	15	19	14	21	16	9	1	3	-	-	-	-	-	-
2020.2/4	양천구	신정1동	계	21,225	576	1,291	1,601	1,497	1,405	1,137	809	1,370	1,936	2,239	1,995	1,584	1,211	934	651	450	272	165	72	23	7
2020.2/4	양천구	신정1동	한국인	21,066	573	1,288	1,597	1,493	1,393	1,127	795	1,356	1,919	2,222	1,974	1,566	1,198	929	650	450	272	164	71	23	6
2020.2/4	양천구	신정1동	외국인	159	3	3	4	4	12	10	14	14	17	17	21	18	13	5	1	-	-	1	1	-	1
2020.2/4	양천구	신정2동	계	20,482	394	969	1,406	1,579	1,478	1,290	833	1,101	1,688	2,229	1,973	1,715	1,318	871	599	485	305	163	52	19	15
2020.2/4	양천구	신정2동	한국인	20,225	394	966	1,405	1,570	1,422	1,235	797	1,078	1,671	2,215	1,955	1,699	1,312	871	598	485	304	162	52	19	15
2020.2/4	양천구	신정2동	외국인	257	-	3	1	9	56	55	36	23	17	14	18	16	6	-	1	-	1	1	-	-	-
2020.2/4	양천구	신정3동	계	47,500	1,460	2,191	2,546	2,847	3,127	2,936	2,716	3,293	3,758	4,607	4,319	3,674	3,344	2,335	1,757	1,277	762	353	147	39	12
2020.2/4	양천구	신정3동	한국인	47,073	1,450	2,182	2,538	2,842	3,112	2,915	2,685	3,250	3,710	4,553	4,256	3,609	3,311	2,325	1,748	1,277	760	353	147	38	12
2020.2/4	양천구	신정3동	외국인	427	10	9	8	5	15	21	31	43	48	54	63	65	33	10	9	-	2	-	-	1	-
2020.2/4	양천구	신정6동	계	25,217	734	1,408	1,818	1,878	1,789	1,462	1,230	1,680	2,105	2,670	2,459	1,923	1,502	1,062	601	363	274	158	81	18	2
2020.2/4	양천구	신정6동	한국인	25,190	734	1,408	1,818	1,877	1,789	1,459	1,223	1,676	2,103	2,669	2,455	1,920	1,502	1,062	600	363	274	158	80	18	2
2020.2/4	양천구	신정6동	외국인	27	-	-	-	1	-	3	7	4	2	1	4	3	-	-	1	-	-	-	1	-	-
2020.2/4	양천구	신정7동	계	30,382	796	1,271	1,674	1,822	1,993	1,808	1,522	1,881	2,270	3,041	2,732	2,609	2,290	1,621	1,159	829	621	279	119	28	17
2020.2/4	양천구	신정7동	한국인	30,163	794	1,267	1,672	1,820	1,976	1,786	1,485	1,859	2,249	3,013	2,707	2,589	2,279	1,619	1,158	826	621	279	119	28	17
2020.2/4	양천구	신정7동	외국인	219	2	4	2	2	17	22	37	22	21	28	25	20	11	2	1	3	-	-	-	-	-
2020.2/4	양천구	목5동	계	42,645	951	2,578	3,989	3,654	2,564	2,121	1,706	2,459	4,071	5,320	3,860	2,873	2,368	1,571	1,068	605	436	277	139	30	5
2020.2/4	양천구	목5동	한국인	42,580	951	2,577	3,988	3,654	2,556	2,109	1,691	2,452	4,062	5,316	3,857	2,871	2,367	1,570	1,068	604	436	277	139	30	5
2020.2/4	양천구	목5동	외국인	65	-	1	1	-	8	12	15	7	9	4	3	2	1	1	-	1	-	-	-	-	-
2020.2/4	양천구	신정4동	계	34,804	857	1,035	991	1,383	2,352	3,098	2,613	2,911	2,549	2,906	2,844	2,862	2,716	2,102	1,545	1,092	580	242	84	27	15
2020.2/4	양천구	신정4동	한국인	34,029	837	1,021	977	1,373	2,315	3,030	2,523	2,834	2,486	2,842	2,728	2,741	2,654	2,086	1,542	1,092	580	242	84	27	15
2020.2/4	양천구	신정4동	외국인	775	20	14	14	10	37	68	90	77	63	64	116	121	62	16	3	-	-	-	-	-	-
2020.2/4	강서구	소계	계	593,203	19,301	22,972	21,532	24,696	35,338	52,828	50,637	51,945	45,914	47,610	43,736	45,429	44,233	31,465	22,940	15,576	9,593	4,810	1,941	478	229
2020.2/4	강서구	소계	한국인	586,936	19,091	22,807	21,458	24,637	35,114	52,260	49,730	51,181	45,314	47,072	43,072	44,622	43,816	31,314	22,877	15,547	9,577	4,801	1,939	478	229
2020.2/4	강서구	소계	외국인	6,267	210	165	74	59	224	568	907	764	600	538	664	807	417	151	63	29	16	9	2	-	-
2020.2/4	강서구	염창동	계	42,259	1,849	2,431	2,348	2,231	2,414	3,177	3,480	3,968	3,827	3,920	3,178	2,867	2,464	1,602	1,077	644	458	225	66	22	11
2020.2/4	강서구	염창동	한국인	42,129	1,847	2,431	2,347	2,230	2,406	3,158	3,454	3,942	3,817	3,907	3,173	2,857	2,462	1,597	1,077	643	458	224	66	22	11
2020.2/4	강서구	염창동	외국인	130	2	-	1	1	8	19	26	26	10	13	5	10	2	5	-	1	-	1	-	-	-
2020.2/4	강서구	등촌1동	계	23,769	779	598	549	879	1,435	3,232	3,279	2,502	1,640	1,703	1,551	1,522	1,347	860	628	488	395	244	111	22	5
2020.2/4	강서구	등촌1동	한국인	23,562	773	595	546	877	1,421	3,200	3,235	2,472	1,623	1,693	1,536	1,505	1,338	857	626	488	395	244	111	22	5
2020.2/4	강서구	등촌1동	외국인	207	6	3	3	2	14	32	44	30	17	10	15	17	9	3	2	-	-	-	-	-	-
2020.2/4	강서구	등촌2동	계	21,576	655	774	684	997	1,342	2,038	1,814	1,846	1,472	1,672	1,726	1,851	1,690	1,174	822	492	280	165	61	17	4
2020.2/4	강서구	등촌2동	한국인	21,447	652	770	682	996	1,334	2,025	1,796	1,820	1,464	1,662	1,716	1,840	1,681	1,170	821	492	279	165	61	17	4
2020.2/4	강서구	등촌2동	외국인	129	3	4	2	1	8	13	18	26	8	10	10	11	9	4	1	-	1	-	-	-	-
2020.2/4	강서구	등촌3동	계	32,208	896	911	872	1,358	1,948	2,385	2,392	2,378	1,861	2,271	2,538	3,069	3,029	2,049	1,438	1,088	896	521	246	50	12
2020.2/4	강서구	등촌3동	한국인	32,005	890	909	870	1,356	1,940	2,367	2,359	2,349	1,838	2,252	2,520	3,048	3,018	2,043	1,437	1,086	895	520	246	50	12
2020.2/4	강서구	등촌3동	외국인	203	6	2	2	2	8	18	33	29	23	19	18	21	11	6	1	2	1	1	-	-	-
2020.2/4	강서구	화곡본동	계	35,553	1,144	1,355	1,199	1,375	2,278	3,595	3,241	3,473	2,879	2,914	2,541	2,499	2,375	1,789	1,254	853	431	223	90	36	9
2020.2/4	강서구	화곡본동	한국인	35,116	1,119	1,341	1,193	1,369	2,261	3,548	3,162	3,414	2,835	2,884	2,512	2,453	2,351	1,787	1,248	850	431	223	90	36	9
2020.2/4	강서구	화곡본동	외국인	437	25	14	6	6	17	47	79	59	44	30	29	46	24	2	6	3	-	-	-	-	-
2020.2/4	강서구	화곡2동	계	19,119	599	774	715	826	1,096	1,517	1,429	1,698	1,565	1,714	1,492	1,466	1,435	1,021	790	543	269	105	46	13	6
2020.2/4	강서구	화곡2동	한국인	18,806	586	753	707	822	1,091	1,505	1,387	1,663	1,531	1,686	1,451	1,429	1,409	1,017	790	542	268	104	46	13	6
2020.2/4	강서구	화곡2동	외국인	313	13	21	8	4	5	12	42	35	34	28	41	37	26	4	-	1	1	1	-	-	-
2020.2/4	강서구	화곡3동	계	22,306	636	745	736	932	1,387	1,866	1,640	1,712	1,613	1,700	1,686	1,801	1,983	1,442	1,053	720	358	187	71	16	22
2020.2/4	강서구	화곡3동	한국인	22,141	628	742	735	930	1,382	1,850	1,620	1,694	1,600	1,686	1,664	1,780	1,968	1,438	1,051	719	358	187	71	16	22
2020.2/4	강서구	화곡3동	외국인	165	8	3	1	2	5	16	20	18	13	14	22	21	15	4	2	1	-	-	-	-	-
2020.2/4	강서구	화곡4동	계	21,758	609	660	650	795	1,290	1,736	1,678	1,925	1,645	1,692	1,742	1,858	1,826	1,337	989	664	395	176	73	11	7
2020.2/4	강서구	화곡4동	한국인	21,409	594	651	644	792	1,278	1,717	1,630	1,891	1,611	1,673	1,699	1,795	1,796	1,328	987	661	395	176	73	11	7
2020.2/4	강서구	화곡4동	외국인	349	15	9	6	3	12	19	48	34	34	19	43	63	30	9	2	3	-	-	-	-	-
2020.2/4	강서구	화곡6동	계	25,405	712	684	776	957	1,634	2,648	2,212	2,065	1,827	1,923	1,984	2,110	2,120	1,482	981	647	359	188	74	15	7
2020.2/4	강서구	화곡6동	한국인	25,203	707	680	773	956	1,622	2,621	2,181	2,036	1,809	1,906	1,968	2,089	2,109	1,479	980	647	358	186	74	15	7
2020.2/4	강서구	화곡6동	외국인	202	5	4	3	1	12	27	31	29	18	17	16	21	11	3	1	-	1	2	-	-	-
2020.2/4	강서구	화곡8동	계	26,155	730	793	749	953	1,545	2,396	2,242	2,336	2,057	2,090	1,928	2,072	2,053	1,520	1,219	816	411	169	59	11	6
2020.2/4	강서구	화곡8동	한국인	25,653	704	772	745	951	1,531	2,354	2,180	2,277	2,022	2,053	1,874	1,998	2,008	1,504	1,212	814	409	169	59	11	6
2020.2/4	강서구	화곡8동	외국인	502	26	21	4	2	14	42	62	59	35	37	54	74	45	16	7	2	2	-	-	-	-
2020.2/4	강서구	가양1동	계	34,187	895	954	847	1,143	2,681	5,690	4,735	3,469	2,330	2,293	2,124	2,144	1,981	1,137	722	470	316	168	65	18	5
2020.2/4	강서구	가양1동	한국인	33,839	890	947	847	1,142	2,669	5,631	4,659	3,424	2,307	2,275	2,103	2,131	1,967	1,110	707	465	311	167	64	18	5
2020.2/4	강서구	가양1동	외국인	348	5	7	-	1	12	59	76	45	23	18	21	13	14	27	15	5	5	1	1	-	-
2020.2/4	강서구	가양2동	계	14,961	292	265	190	296	656	1,182	1,431	1,144	772	726	892	1,493	1,827	1,375	889	641	474	282	108	22	4
2020.2/4	강서구	가양2동	한국인	14,870	290	263	189	296	649	1,159	1,413	1,136	764	722	885	1,484	1,826	1,374	889	641	474	282	108	22	4
2020.2/4	강서구	가양2동	외국인	348	5	7	-	1	12	59	76	45	23	18	21	13	14	27	15	5	5	1	1	-	-
2020.2/4	강서구	가양3동	계	15,976	521	263	246	404	701	1,218	1,791	1,457	1,048	970	1,084	1,316	1,466	1,192	895	651	434	197	102	18	2
2020.2/4	강서구	가양3동	한국인	15,864	520	261	246	404	699	1,215	1,769	1,441	1,032	959	1,071	1,302	1,460	1,189	893	651	433	197	102	18	2
2020.2/4	강서구	가양3동	외국인	112	1	2	-	-	2	3	22	16	16	11	13	14	6	3	2	-	1	-	-	-	-
2020.2/4	강서구	발산1동	계	38,288	1,298	2,368	2,480	2,647	2,521	2,234	1,842	2,797	3,473	4,015	3,122	2,625	2,302	1,556	1,288	817	496	259	108	30	10
2020.2/4	강서구	발산1동	한국인	38,137	1,296	2,366	2,476	2,641	2,516	2,224	1,819	2,777	3,456	3,996	3,111	2,606	2,293	1,556	1,285	817	496	258	108	30	10
2020.2/4	강서구	발산1동	외국인	151	2	2	4	6	5	10	23	20	17	19	11	19	9	-	3	-	-	1	-	-	-
2020.2/4	강서구	공항동	계	28,016	1,336	1,363	828	922	1,587	2,336	2,382	2,916	2,297	2,146	1,976	2,195	1,947	1,327	981	717	428	209	78	18	27
2020.2/4	강서구	공항동	한국인	27,163	1,321	1,351	819	919	1,576	2,305	2,318	2,840	2,209	2,024	1,845	2,005	1,873	1,314	970	714	428	209	78	18	27
2020.2/4	강서구	공항동	외국인	853	15	12	9	3	11	31	64	76	88	122	131	190	74	13	11	3	-	-	-	-	-
2020.2/4	강서구	방화1동	계	45,279	1,812	2,746	2,233	2,068	2,404	3,103	2,976	3,844	4,055	3,838	3,220	3,482	3,167	2,344	1,684	1,110	696	316	140	28	13
2020.2/4	강서구	방화1동	한국인	45,001	1,807	2,739	2,231	2,064	2,394	3,080	2,940	3,811	4,019	3,809	3,186	3,447	3,155	2,335	1,684	1,109	695	315	140	28	13
2020.2/4	강서구	방화1동	외국인	278	5	7	2	4	10	23	36	33	36	29	34	35	12	9	-	1	1	1	-	-	-
2020.2/4	강서구	방화2동	계	23,771	584	668	707	837	1,352	2,123	1,885	1,723	1,579	1,775	1,779	2,022	2,110	1,526	1,183	932	561	287	87	24	27
2020.2/4	강서구	방화2동	한국인	23,437	577	662	705	831	1,340	2,080	1,842	1,678	1,532	1,756	1,740	1,990	2,092	1,516	1,179	931	561	287	87	24	27
2020.2/4	강서구	방화2동	외국인	334	7	6	2	6	12	43	43	45	47	19	39	32	18	10	4	1	-	-	-	-	-
2020.2/4	강서구	방화3동	계	24,130	720	776	817	789	1,099	1,610	1,783	2,049	1,786	1,834	1,768	1,979	2,246	1,633	1,210	909	624	302	143	44	9
2020.2/4	강서구	방화3동	한국인	23,977	718	766	815	787	1,093	1,594	1,756	2,031	1,768	1,822	1,758	1,968	2,232	1,631	1,210	907	623	302	143	44	9
2020.2/4	강서구	방화3동	외국인	153	2	10	2	2	6	16	27	18	18	12	10	11	14	2	-	2	1	-	-	-	-
2020.2/4	강서구	화곡1동	계	54,160	1,767	1,327	1,149	1,521	3,333	6,024	5,919	5,254	4,011	3,843	3,824	4,063	4,067	2,977	2,294	1,447	816	353	117	34	20
2020.2/4	강서구	화곡1동	한국인	53,059	1,713	1,299	1,134	1,510	3,286	5,922	5,756	5,128	3,927	3,752	3,697	3,920	3,991	2,954	2,289	1,444	815	352	116	34	20
2020.2/4	강서구	화곡1동	외국인	1,101	54	28	15	11	47	102	163	126	84	91	127	143	76	23	5	3	1	1	1	-	-
2020.2/4	강서구	우장산동	계	44,327	1,467	2,517	2,757	2,766	2,635	2,718	2,486	3,389	4,177	4,571	3,581	2,995	2,798	2,122	1,543	927	496	234	96	29	23
2020.2/4	강서구	우장산동	한국인	44,118	1,459	2,509	2,754	2,764	2,626	2,705	2,454	3,357	4,150	4,555	3,563	2,975	2,787	2,115	1,542	926	495	234	96	29	23
2020.2/4	강서구	우장산동	외국인	209	8	8	3	2	9	13	32	32	27	16	18	20	11	7	1	1	1	-	-	-	-
2020.2/4	구로구	소계	계	436,707	14,646	16,703	15,164	16,374	24,780	33,126	33,506	36,134	33,501	36,287	36,174	37,832	34,200	24,081	18,380	13,135	7,721	3,335	1,151	309	168
2020.2/4	구로구	소계	한국인	405,075	13,520	15,785	14,643	16,076	23,971	31,636	30,434	33,292	30,939	32,902	31,503	31,879	31,246	23,378	18,185	13,079	7,673	3,318	1,143	305	168
2020.2/4	구로구	소계	외국인	31,632	1,126	918	521	298	809	1,490	3,072	2,842	2,562	3,385	4,671	5,953	2,954	703	195	56	48	17	8	4	-
2020.2/4	구로구	신도림동	계	36,704	1,667	2,009	1,843	1,714	2,149	2,334	2,861	3,587	3,348	3,240	2,685	2,547	2,277	1,699	1,219	739	485	203	70	21	7
2020.2/4	구로구	신도림동	한국인	36,370	1,657	2,003	1,841	1,709	2,134	2,290	2,792	3,548	3,322	3,216	2,659	2,505	2,262	1,695	1,217	738	482	203	70	20	7
2020.2/4	구로구	신도림동	외국인	334	10	6	2	5	15	44	69	39	26	24	26	42	15	4	2	1	3	-	-	1	-
2020.2/4	구로구	구로1동	계	21,931	912	1,096	1,074	945	1,279	1,695	1,949	2,175	1,890	1,857	1,549	1,592	1,545	989	588	382	216	130	50	15	3
2020.2/4	구로구	구로1동	한국인	21,452	898	1,085	1,068	939	1,258	1,643	1,849	2,117	1,847	1,818	1,501	1,540	1,521	987	586	381	216	130	50	15	3
2020.2/4	구로구	구로1동	외국인	479	14	11	6	6	21	52	100	58	43	39	48	52	24	2	2	1	-	-	-	-	-
2020.2/4	구로구	구로3동	계	25,979	765	845	751	771	1,417	2,891	2,898	2,662	2,231	2,138	1,811	1,787	1,615	1,174	912	641	402	185	52	10	21
2020.2/4	구로구	구로3동	한국인	24,037	664	770	717	748	1,380	2,796	2,669	2,440	2,073	1,965	1,563	1,483	1,445	1,120	902	637	399	183	52	10	21
2020.2/4	구로구	구로3동	외국인	1,942	101	75	34	23	37	95	229	222	158	173	248	304	170	54	10	4	3	2	-	-	-
2020.2/4	구로구	구로4동	계	25,862	621	597	591	716	1,250	1,908	1,968	1,882	1,853	2,253	2,515	2,933	2,333	1,434	1,186	929	588	200	74	14	17
2020.2/4	구로구	구로4동	한국인	20,685	445	438	500	667	1,169	1,758	1,549	1,473	1,405	1,708	1,706	1,842	1,746	1,314	1,160	921	582	198	73	14	17
2020.2/4	구로구	구로4동	외국인	5,177	176	159	91	49	81	150	419	409	448	545	809	1,091	587	120	26	8	6	2	1	-	-
2020.2/4	구로구	구로5동	계	33,166	1,170	985	816	977	2,073	3,305	3,183	3,000	2,321	2,540	2,776	2,958	2,471	1,639	1,220	896	509	234	75	17	1
2020.2/4	구로구	구로5동	한국인	29,732	1,042	898	749	945	1,998	3,134	2,860	2,678	2,058	2,161	2,281	2,345	2,128	1,543	1,198	886	506	233	72	16	1
2020.2/4	구로구	구로5동	외국인	3,434	128	87	67	32	75	171	323	322	263	379	495	613	343	96	22	10	3	1	3	1	-
2020.2/4	구로구	고척1동	계	23,966	640	793	906	1,153	1,712	1,758	1,471	1,589	1,678	2,021	2,053	2,020	1,997	1,529	1,117	804	449	176	78	17	5
2020.2/4	구로구	고척1동	한국인	23,508	626	780	899	1,146	1,615	1,711	1,421	1,548	1,649	1,991	2,021	1,969	1,971	1,518	1,117	802	449	175	78	17	5
2020.2/4	구로구	고척1동	외국인	458	14	13	7	7	97	47	50	41	29	30	32	51	26	11	-	2	-	1	-	-	-
2020.2/4	구로구	고척2동	계	28,415	791	1,172	1,113	1,241	1,785	1,955	1,559	1,965	2,095	2,445	2,624	2,445	2,338	1,650	1,289	993	605	247	79	16	8
2020.2/4	구로구	고척2동	한국인	27,815	772	1,155	1,099	1,229	1,776	1,925	1,501	1,915	2,037	2,377	2,541	2,346	2,280	1,633	1,283	992	604	247	79	16	8
2020.2/4	구로구	고척2동	외국인	600	19	17	14	12	9	30	58	50	58	68	83	99	58	17	6	1	1	-	-	-	-
2020.2/4	구로구	개봉2동	계	32,560	1,215	1,215	1,121	1,305	1,809	2,108	2,249	2,696	2,481	2,500	2,415	2,645	2,802	2,191	1,732	1,083	591	273	90	30	9
2020.2/4	구로구	개봉2동	한국인	32,058	1,180	1,196	1,114	1,303	1,795	2,071	2,186	2,646	2,450	2,462	2,351	2,562	2,763	2,178	1,726	1,083	590	273	90	30	9
2020.2/4	구로구	개봉2동	외국인	502	35	19	7	2	14	37	63	50	31	38	64	83	39	13	6	-	1	-	-	-	-
2020.2/4	구로구	개봉3동	계	21,899	636	749	725	827	1,269	1,458	1,462	1,693	1,653	1,750	1,826	1,860	1,944	1,522	1,051	734	442	210	62	15	11
2020.2/4	구로구	개봉3동	한국인	21,413	612	730	716	821	1,261	1,429	1,414	1,640	1,609	1,703	1,759	1,793	1,897	1,509	1,047	734	441	210	62	15	11
2020.2/4	구로구	개봉3동	외국인	486	24	19	9	6	8	29	48	53	44	47	67	67	47	13	4	-	1	-	-	-	-
2020.2/4	구로구	오류1동	계	23,424	723	621	549	743	1,486	2,584	2,477	2,085	1,638	1,698	1,599	1,681	1,685	1,296	1,048	756	496	164	66	23	6
2020.2/4	구로구	오류1동	한국인	22,698	692	595	539	735	1,462	2,529	2,382	2,008	1,581	1,628	1,510	1,564	1,629	1,290	1,046	756	494	164	66	22	6
2020.2/4	구로구	오류1동	외국인	726	31	26	10	8	24	55	95	77	57	70	89	117	56	6	2	-	2	-	-	1	-
2020.2/4	구로구	수궁동	계	24,468	688	877	929	1,146	1,462	1,712	1,642	1,817	1,867	2,079	1,987	2,058	2,083	1,449	1,112	859	403	201	65	21	11
2020.2/4	구로구	수궁동	한국인	24,125	672	868	923	1,139	1,448	1,685	1,587	1,785	1,846	2,041	1,948	2,016	2,058	1,442	1,109	857	403	201	65	21	11
2020.2/4	구로구	수궁동	외국인	343	16	9	6	7	14	27	55	32	21	38	39	42	25	7	3	2	-	-	-	-	-
2020.2/4	구로구	가리봉동	계	15,062	259	261	193	232	618	1,046	1,108	999	968	1,444	1,931	2,337	1,538	747	549	373	251	128	38	19	23
2020.2/4	구로구	가리봉동	한국인	9,373	124	136	130	193	546	881	682	546	495	747	944	1,018	965	642	518	363	242	122	37	19	23
2020.2/4	구로구	가리봉동	외국인	5,689	135	125	63	39	72	165	426	453	473	697	987	1,319	573	105	31	10	9	6	1	-	-
2020.2/4	구로구	구로2동	계	34,406	758	860	788	911	1,673	2,373	2,429	2,318	2,212	3,231	3,804	4,184	3,071	1,913	1,510	1,223	720	271	103	24	30
2020.2/4	구로구	구로2동	한국인	24,832	401	567	627	835	1,396	1,887	1,477	1,472	1,469	2,169	2,348	2,427	2,256	1,714	1,455	1,210	703	266	100	23	30
2020.2/4	구로구	구로2동	외국인	9,574	357	293	161	76	277	486	952	846	743	1,062	1,456	1,757	815	199	55	13	17	5	3	1	-
2020.2/4	구로구	개봉1동	계	33,028	983	1,129	1,059	1,376	1,993	2,324	2,206	2,404	2,321	2,609	2,796	3,019	2,834	2,116	1,617	1,172	667	268	102	25	8
2020.2/4	구로구	개봉1동	한국인	31,996	951	1,098	1,037	1,366	1,947	2,260	2,101	2,310	2,259	2,510	2,663	2,836	2,729	2,086	1,605	1,169	666	268	102	25	8
2020.2/4	구로구	개봉1동	외국인	1,032	32	31	22	10	46	64	105	94	62	99	133	183	105	30	12	3	1	-	-	-	-
2020.2/4	구로구	오류2동	계	40,297	1,270	2,419	2,115	1,824	2,117	2,629	2,397	3,107	3,497	3,520	2,991	2,904	2,852	2,163	1,840	1,368	756	372	115	33	8
